M3|done|15.00|523|0|     322.104700
S2|D: 0.555m,0069|525|322.705773|250.0000000|15.0000000
S1|D: 0.574m,0081|524|323.082754|50.0000000|15.0000000
M2|done|30.00|526|0|     323.369648
M3|done|30.00|527|0|     323.369986
S2|D: 0.614m,0108|529|324.356786|250.0000000|30.0000000
S1|D: 0.510m,0142|528|325.106146|50.0000000|30.0000000
M2|done|45.00|530|0|     325.392656
M3|done|45.00|531|0|     325.399681
S1|D: 0.391m,0118|532|326.377644|50.0000000|45.0000000
S2|D: 0.492m,0101|533|326.381774|250.0000000|45.0000000
M2|done|60.00|534|0|     326.668699
M3|done|60.00|535|0|     326.673640
